color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,plot_keyword_1,plot_keyword_2,genre_1,genre_2,IMDB_Category
Color,Robert Luketic,140,100,126,0,Lisa Ann Walter,19000,47000485,Tom Selleck,Killers ,72867,25206,Catherine O'Hara,2.0,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,120,English,United State of America,PG-13,75000000,2010,1000,5.4,2.35,0,hired killer,marriage,Action,Comedy,Class_3
Color,Guy Ritchie,362,116,0,43000,Elizabeth Debicki,15000,45434443,Henry Cavill,The Man from U.N.C.L.E. ,175960,15735,Christian Berkel,2.0,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,360,English,United State of America,PG-13,75000000,2015,509,7.3,2.35,43000,box office flop,cia agent,Action,Adventure,Class_2
Color,James L. Brooks,124,131,274,0,Paz Vega,11000,42044321,Adam Sandler,Spanglish ,65668,12522,Sarah Steele,2.0,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,342,English,United State of America,PG-13,80000000,2004,964,6.5,1.85,0,chef,college,Comedy,Drama,Class_2
Color,Gil Kenan,190,91,27,0,Jon Heder,12000,73661010,Steve Buscemi,Monster House ,71137,17299,Catherine O'Hara,0.0,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,229,English,United State of America,PG,75000000,2006,970,6.6,2.35,0,babysitter,halloween,Animation,Comedy,Class_2
Color,Barry Levinson,132,123,272,0,Brían F. O'Byrne,13000,41523271,Bruce Willis,Bandits ,57038,13934,Azura Skye,2.0,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,261,English,United State of America,PG-13,80000000,2001,450,6.6,2.35,0,bank manager,hypochondriac,Comedy,Crime,Class_2
Color,Jerry Zucker,53,134,109,0,Ben Cross,919,37600435,Julia Ormond,First Knight ,55350,1695,John Gielgud,3.0,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,180,English,United State of America,PG-13,55000000,1995,303,5.9,1.85,0,battle,king,Action,Adventure,Class_2
Color,Andy Tennant,91,148,72,0,Geoffrey Palmer,582,39251128,Bai Ling,Anna and the King ,31080,804,Randall Duk Kim,2.0,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,217,English,United State of America,PG-13,75000000,1999,103,6.7,2.35,0,1860s,children,Drama,History,Class_2
Color,Tarsem Singh,284,110,763,30000,Daniel Sharman,15000,83503161,Henry Cavill,Immortals ,138190,16691,Steve Byers,1.0,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,405,English,United State of America,R,75000000,2011,1000,6.1,1.85,30000,burned alive,castration,Action,Drama,Class_2
Color,Florent-Emilio Siri,152,113,17,0,Bruce Willis,87000,34636443,Jimmy Bennett,Hostage ,93790,103354,Ransford Doherty,0.0,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,288,English,United State of America,R,52000000,2005,13000,6.6,2.35,0,california,hostage,Action,Crime,Class_2
Color,Don Bluth,131,94,383,0,Janeane Garofalo,13000,22751979,Matt Damon,Titan A.E. ,52244,15857,Nathan Lane,0.0,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,377,English,United State of America,PG,75000000,2000,1000,6.6,2.35,0,alien,captain,Action,Adventure,Class_2
Color,Ron Shelton,132,116,41,648,Bruce Greenwood,11000,30013346,Harrison Ford,Hollywood Homicide ,31293,14028,Lena Olin,2.0,http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1,254,English,United State of America,PG-13,75000000,2003,982,5.3,2.35,648,audition,kissing while having sex,Action,Comedy,Class_3
Color,Paul W.S. Anderson,67,99,545,0,Sean Pertwee,933,14567883,Connie Nielsen,Soldier ,44248,2542,Jason Scott Lee,1.0,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,373,English,United Kingdom,R,75000000,1998,722,6.0,2.35,0,crash survivor,planet,Action,Drama,Class_2
Color,Henry Selick,74,93,253,683,Bridget Fonda,3000,5409517,Brendan Fraser,Monkeybone ,14280,5580,Megan Mullally,0.0,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,171,English,United State of America,PG-13,75000000,2001,889,4.7,1.85,683,carnival,coma,Animation,Comedy,Class_3
Color,John Moore,114,113,212,1000,Tony Curran,2000,21009180,Dennis Quaid,Flight of the Phoenix ,45815,4397,Miranda Otto,4.0,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,222,English,United State of America,PG-13,45000000,2004,845,6.1,2.35,1000,captain,desert,Action,Adventure,Class_2
Color,M. Night Shyamalan,294,106,0,0,Bruce Willis,18000,94999143,Robin Wright,Unbreakable ,245152,33645,Michael Kelly,0.0,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,1344,English,United State of America,PG-13,75000000,2000,13000,7.2,2.35,0,child with gun,comic book,Drama,Mystery,Class_2
Color,Kyle Balda,308,91,22,70000,Jon Hamm,7000,336029560,Steve Carell,Minions ,142403,13616,Steve Coogan,0.0,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,275,English,United State of America,PG,74000000,2015,4000,6.4,1.85,70000,antarctica,minion,Action,Animation,Class_2
Color,Zack Snyder,435,128,0,42000,Abbie Cornish,4000,36381716,Jon Hamm,Sucker Punch ,197584,7067,Scott Glenn,4.0,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,918,English,United State of America,PG-13,82000000,2011,2000,6.1,2.35,42000,alternate reality,escape,Action,Fantasy,Class_2
Color,Brian De Palma,117,98,0,880,Mike Starr,12000,55585389,Nicolas Cage,Snake Eyes ,64121,15269,John Heard,1.0,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,241,English,United State of America,R,69000000,1998,854,5.9,2.35,880,assassination,boxing,Crime,Mystery,Class_2
Color,Barry Levinson,108,134,272,0,James Pickens Jr.,548,36976367,Peter Coyote,Sphere ,81611,1044,Huey Lewis,3.0,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,274,English,United State of America,PG-13,75000000,1998,270,6.0,2.35,0,manifestation,ocean,Drama,Mystery,Class_2
Color,Clay Kaytis,141,97,6,14000,Josh Gad,22000,107225164,Peter Dinklage,The Angry Birds Movie ,27130,24350,Keegan-Michael Key,0.0,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,126,English,United State of America,PG,73000000,2016,1000,6.3,1.85,14000,butt,downward duck,Action,Animation,Class_2
Color,Andy Tennant,176,112,72,0,Ray Winstone,11000,70224196,Matthew McConaughey,Fool's Gold ,59352,13827,Alexis Dziena,0.0,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,138,English,United State of America,PG-13,70000000,2008,1000,5.6,2.35,0,debt,rapper,Action,Adventure,Class_2
Color,Judd Apatow,230,153,0,0,RZA,11000,51814190,Adam Sandler,Funny People ,100837,11852,Maude Apatow,1.0,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,301,English,United State of America,R,75000000,2009,561,6.4,1.85,0,breasts,comedian,Comedy,Drama,Class_2
Color,Peter Berg,234,110,532,0,Frances Fisher,3000,47456450,Jennifer Garner,The Kingdom ,101386,5187,Tim McGraw,1.0,http://www.imdb.com/title/tt0431197/?ref_=fn_tt_tt_1,289,English,United State of America,R,70000000,2007,638,7.1,2.35,0,al qaeda,bomb making,Action,Drama,Class_2
Color,Adam McKay,164,122,285,0,Leslie Bibb,8000,148213377,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby ,130776,12410,Gary Cole,5.0,http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1,437,English,United State of America,PG-13,73000000,2006,1000,6.6,2.35,0,car racing,french,Action,Comedy,Class_2
Color,Steve Carr,91,87,41,266,Jeffrey Jones,1000,112950721,Raven-Symoné,Dr. Dolittle 2 ,33884,3287,Kevin Pollak,0.0,http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1,79,English,United State of America,PG,72000000,2001,692,4.6,2.35,266,bear,doctor,Comedy,Family,Class_3
Color,Mel Gibson,132,178,0,17000,Patrick McGoohan,906,75600000,Mhairi Calvey,Braveheart ,736638,1976,James Robinson,1.0,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,1065,English,United State of America,R,72000000,1995,466,8.4,2.35,17000,14th century,legend,Biography,Drama,Class_1
Color,Sam Mendes,262,125,0,0,Brian Geraghty,15000,62647540,Jake Gyllenhaal,Jarhead ,143525,15850,James Morrison,0.0,http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1,657,English,Germany,R,70000000,2005,383,7.1,2.35,0,american abroad,gulf war,Action,Drama,Class_2
Color,David Silverman,299,87,30,0,Yeardley Smith,745,183132370,Albert Brooks,The Simpsons Movie ,259083,3086,Marcia Wallace,0.0,http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1,763,English,United State of America,PG-13,75000000,2007,440,7.4,2.35,0,alaska,dome,Adventure,Animation,Class_2
Color,Frank Darabont,128,152,0,0,Hal Holbrook,940,27796042,Martin Landau,The Majestic ,45031,4310,Jeffrey DeMunn,1.0,http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1,376,English,United State of America,PG,72000000,2001,826,6.9,1.85,0,amnesia,california,Drama,Romance,Class_2
Color,Renny Harlin,109,116,212,886,Estella Warren,13000,32616869,Sylvester Stallone,Driven ,34435,14780,Cristián de la Fuente,0.0,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,346,English,United State of America,PG-13,72000000,2001,658,4.5,2.35,886,car race,german,Action,Drama,Class_3
Color,Jean-Jacques Annaud,88,109,218,2000,Jean-Claude Dreyfus,21,18947630,David Gant,Two Brothers ,11798,55,Oanh Nguyen,0.0,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,124,English,France,PG,59660000,2004,17,7.1,2.35,2000,circus,death of protagonist,Adventure,Drama,Class_2
Color,M. Night Shyamalan,261,108,0,0,Judy Greer,3000,114195633,Bryce Dallas Howard,The Village ,193770,7273,William Hurt,0.0,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,2003,English,United State of America,PG-13,60000000,2004,2000,6.5,1.85,0,creature,pact,Drama,Mystery,Class_2
Color,Betty Thomas,73,85,84,694,Raven-Symoné,1000,144156464,Oliver Platt,Doctor Dolittle ,74343,4166,Peter Boyle,0.0,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1,98,English,United State of America,PG-13,71500000,1998,1000,5.3,1.85,694,box office hit,doctor,Comedy,Family,Class_3
Color,M. Night Shyamalan,208,106,0,0,Merritt Wever,710,227965690,Rory Culkin,Signs ,271592,1675,Cherry Jones,0.0,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,2335,English,United State of America,PG-13,72000000,2002,529,6.7,1.85,0,crop circle,faith,Drama,Sci-Fi,Class_2
Color,Andrew Adamson,205,93,80,0,Jennifer Saunders,692,436471036,Rupert Everett,Shrek 2 ,314630,1148,Conrad Vernon,1.0,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,483,English,United State of America,PG,150000000,2004,309,7.2,1.85,0,drag queen,physical appearance,Adventure,Animation,Class_2
Color,John Lasseter,256,117,487,0,Cheech Marin,1000,244052771,John Ratzenberger,Cars ,263853,4905,George Carlin,0.0,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,584,English,United State of America,G,120000000,2006,843,7.2,2.35,0,car,desert,Adventure,Animation,Class_2
Color,Garry Marshall,103,116,0,0,Christopher Meloni,8000,152149590,Julia Roberts,Runaway Bride ,74274,12790,Hector Elizondo,2.0,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,255,English,United State of America,PG,70000000,1999,3000,5.5,2.35,0,bride,columnist,Comedy,Romance,Class_2
Color,Rob Cohen,191,132,357,10000,Eve,14000,141204016,Vin Diesel,xXx ,142569,14790,Leila Arcieri,0.0,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,737,English,United State of America,PG-13,70000000,2002,223,5.8,2.35,10000,agent,nsa,Action,Adventure,Class_2
Color,Paul Tibbitt,147,92,5,16000,Billy West,870,162495848,Tim Conway,The SpongeBob Movie: Sponge Out of Water ,34359,5217,Eddie Deezen,0.0,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,133,English,United State of America,PG,74000000,2015,861,6.0,1.85,16000,book,magic,Adventure,Animation,Class_2
Color,Ron Howard,79,139,2000,1000,Delroy Lindo,960,136448821,Lili Taylor,Ransom ,98989,3667,Rene Russo,1.0,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,158,English,United State of America,R,80000000,1996,848,6.6,1.85,1000,bounty,fbi,Crime,Thriller,Class_2
Color,Quentin Tarantino,486,153,16000,42000,Brad Pitt,13000,120523073,Michael Fassbender,Inglourious Basterds ,885175,36741,Christoph Waltz,1.0,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1,1527,English,United State of America,R,75000000,2009,11000,8.3,2.35,42000,france,german,Adventure,Drama,Class_1
Color,Steven Spielberg,75,142,14000,13000,Julia Roberts,49000,119654900,Robin Williams,Hook ,182802,64259,Bob Hoskins,1.0,http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1,363,English,United State of America,PG,70000000,1991,8000,6.7,2.35,13000,1990s,caught in a net,Adventure,Comedy,Class_2
Color,Brett Ratner,245,101,420,21000,Rufus Sewell,12000,72660029,Dwayne Johnson,Hercules ,115687,16235,Ingrid Bolsø Berdal,0.0,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,269,English,United State of America,PG-13,100000000,2014,3000,6.0,2.35,21000,army,greek mythology,Action,Adventure,Class_2
Color,Renny Harlin,142,124,212,0,John Amos,13000,117541000,Bruce Willis,Die Hard 2 ,269858,16595,Franco Nero,0.0,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,316,English,United State of America,R,70000000,1990,982,7.1,2.35,0,airport,fuel,Action,Thriller,Class_2
Color,Clark Johnson,144,117,69,0,Josh Charles,10000,116643346,Jeremy Renner,S.W.A.T. ,119807,14486,LL Cool J,1.0,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,340,English,United State of America,PG-13,80000000,2003,1000,6.0,2.35,0,hostage,police,Action,Adventure,Class_2
Color,Cameron Crowe,153,141,488,0,Ivana Milicevic,10000,100614858,Tom Cruise,Vanilla Sky ,206776,11458,Noah Taylor,1.0,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,1248,English,United State of America,R,68000000,2001,834,6.9,1.85,0,death,dream,Fantasy,Mystery,Class_2
Color,M. Night Shyamalan,284,110,0,0,Freddy Rodríguez,3000,42272747,Bryce Dallas Howard,Lady in the Water ,78635,5609,Bob Balaban,1.0,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,1040,English,United State of America,PG-13,70000000,2006,579,5.6,1.85,0,apartment,bedtime story,Drama,Fantasy,Class_2
Color,Paul W.S. Anderson,247,109,545,0,Colin Salmon,886,80281096,Sanaa Lathan,AVP: Alien vs. Predator ,143628,3222,Raoul Bova,0.0,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,1283,English,United State of America,PG-13,60000000,2004,766,5.6,2.35,0,alien,antarctica,Action,Horror,Class_2
Color,Betty Thomas,107,88,84,2000,Bridgit Mendler,1000,219613391,Amy Poehler,Alvin and the Chipmunks: The Squeakquel ,31649,5227,Jesse McCartney,0.0,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,98,English,United State of America,PG,75000000,2009,1000,4.5,1.85,2000,adidas,chipmunk,Animation,Comedy,Class_3
Color,Randall Wallace,141,124,130,5000,Marc Blucas,4000,78120196,Jon Hamm,We Were Soldiers ,103241,6181,Chris Klein,0.0,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,742,English,United State of America,R,75000000,2002,973,7.1,2.35,5000,air cavalry,battle,Action,Drama,Class_2
Color,Antoine Fuqua,358,119,845,45000,Morgan Freeman,18000,98895417,Gerard Butler,Olympus Has Fallen ,203154,31782,Radha Mitchell,3.0,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,698,English,United State of America,R,70000000,2013,11000,6.5,2.35,45000,political thriller,politics,Action,Thriller,Class_2
Color,Jonathan Frakes,160,103,906,1000,Jonathan Frakes,1000,70117571,LeVar Burton,Star Trek: Insurrection ,56741,6207,Michael Dorn,0.0,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,515,English,United State of America,PG,58000000,1998,906,6.4,2.35,1000,alien,captain,Action,Adventure,Class_2
Color,Jonathan Liebesman,355,116,473,25000,Jim Parrack,833,83552429,Noel Fisher,Battle Los Angeles ,154955,4001,Ramon Rodriguez,0.0,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,800,English,United State of America,PG-13,70000000,2011,697,5.8,2.35,25000,alien,extraterrestrial,Action,Sci-Fi,Class_2
Color,Tim Burton,235,125,13000,26000,Alison Lohman,12000,66257002,Steve Buscemi,Big Fish ,350698,16138,Albert Finney,0.0,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,816,English,United State of America,PG-13,70000000,2003,1000,8.0,1.37,26000,dog saved from a fire,flashback,Adventure,Drama,Class_1
Color,Mike Nichols,59,125,0,0,Peter Gerety,443,65012000,David Hyde Pierce,Wolf ,43559,1439,Ron Rifkin,1.0,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1,137,English,United State of America,R,70000000,1994,277,6.2,1.85,0,blood,publisher,Drama,Horror,Class_2
 Black and White,Steven Spielberg,388,146,14000,28000,Benedict Cumberbatch,25000,79883359,Jeremy Irvine,War Horse ,116159,46726,Eddie Marsan,1.0,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,488,English,United State of America,PG-13,66000000,2011,19000,7.2,2.35,28000,barbed wire,british,Drama,War,Class_2
Color,George Clooney,371,118,0,34000,Matt Damon,13000,78031620,Bill Murray,The Monuments Men ,102248,27674,Bob Balaban,7.0,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,403,English,United State of America,PG-13,70000000,2014,13000,6.1,2.35,34000,art,art expert,Drama,War,Class_2
Color,James Cameron,82,171,0,0,Todd Graff,2000,54222000,Michael Biehn,The Abyss ,131217,4074,Mary Elizabeth Mastrantonio,0.0,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,380,English,United State of America,PG-13,69500000,1989,650,7.6,2.35,0,alien,estranged couple,Adventure,Drama,Class_2
Color,Oliver Stone,297,136,0,13000,Austin Pendleton,903,52474616,Frank Langella,Wall Street: Money Never Sleeps ,84118,1579,John Buffalo Mailer,2.0,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,245,English,United State of America,PG-13,70000000,2010,592,6.3,2.35,13000,corporate greed,crisis,Drama,Drama,Class_2
Color,Gary Shore,261,92,28,37000,Sarah Gadon,3000,55942830,Dominic Cooper,Dracula Untold ,138582,5178,Zach McGowan,1.0,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,423,English,United State of America,PG-13,70000000,2014,692,6.3,2.35,37000,death of wife,dracula,Action,Drama,Class_2
Color,Edward Zwick,120,116,380,0,Bruce Willis,18000,40932372,Denzel Washington,The Siege ,58023,32563,Mark Valley,0.0,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1,281,English,United State of America,R,70000000,1998,13000,6.3,2.35,0,abduction,martial law,Action,Thriller,Class_2
Color,Matthew Vaughn,228,127,905,15000,David Kelly,15000,38345403,Henry Cavill,Stardust ,212085,16034,Nathaniel Parker,8.0,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,492,English,United Kingdom,PG-13,70000000,2007,588,7.7,2.35,15000,king,magic,Adventure,Family,Class_2
Color,Jean-Jacques Annaud,76,136,218,0,Mako,11000,37901509,Brad Pitt,Seven Years in Tibet ,96385,12226,Victor Wong,1.0,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,119,English,United State of America,PG-13,70000000,1997,691,7.0,2.35,0,austria,dalai lama,Adventure,Biography,Class_2
Color,Ron Howard,185,111,2000,0,Clint Howard,17000,48430355,Channing Tatum,The Dilemma ,43709,18510,Chelcie Ross,2.0,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,141,English,United State of America,PG-13,70000000,2011,1000,5.3,2.35,0,best friend,friend,Comedy,Drama,Class_3
Color,Joel Schumacher,128,116,541,792,Brooke Smith,12000,30157016,Anthony Hopkins,Bad Company ,39659,12993,Garcelle Beauvais,2.0,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,189,English,United State of America,PG-13,70000000,2002,405,5.6,2.35,792,cia,cia agent,Action,Adventure,Class_2
Color,Andrzej Bartkowiak,237,113,43,0,Ben Daniels,12000,28031250,Dwayne Johnson,Doom ,88146,13517,Dexter Fletcher,0.0,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,814,English,United Kingdom,R,60000000,2005,585,5.2,2.35,0,commando unit,extra chromosome,Action,Adventure,Class_3
Color,Betty Thomas,105,97,84,531,Phill Lewis,989,33105600,Gary Cole,I Spy ,41663,1576,Tate Taylor,1.0,http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1,141,English,United State of America,PG-13,70000000,2002,229,5.4,1.37,531,boxer,espionage,Action,Adventure,Class_3
Color,Måns Mårlind,242,88,24,24000,Stephen Rea,5000,62321039,Theo James,Underworld: Awakening ,117096,5861,Sandrine Holt,1.0,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1,271,English,United State of America,R,70000000,2012,327,6.4,2.35,24000,battle,cryogenics,Action,Fantasy,Class_2
Color,Adam Shankman,360,136,163,33000,Shane Hartline,394,38509342,James Martin Kelly,Rock of Ages ,61995,712,Celina Beach,7.0,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,356,English,United State of America,PG-13,75000000,2012,217,5.9,2.35,33000,concert,love,Comedy,Drama,Class_2
Color,Gregory Hoblit,112,125,40,997,Cole Hauser,13000,19076815,Bruce Willis,Hart's War ,43651,15916,Rory Cochrane,0.0,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,196,English,United State of America,R,60000000,2002,787,6.3,2.35,997,colonel,honor,Drama,War,Class_2
Color,Gary McKendry,189,116,5,17000,Robert De Niro,26000,25093607,Jason Statham,Killer Elite ,105556,49608,Ben Mendelsohn,2.0,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,157,English,United Kingdom,R,35000000,2011,22000,6.5,2.35,17000,australia,death,Action,Crime,Class_2
Color,John McTiernan,151,98,323,584,Chris Klein,1000,18990542,LL Cool J,Rollerball ,22264,2763,Andrew Bryniarski,3.0,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1,289,English,United State of America,R,70000000,2002,841,3.0,2.35,584,ball,blood,Action,Sci-Fi,Class_3
Color,Wych Kaosayananda,92,91,8,391,Sandrine Holt,349,14294842,Talisa Soto,Ballistic: Ecks vs. Sever ,16761,1846,Gregg Henry,1.0,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,277,English,United State of America,R,70000000,2002,324,3.6,2.35,391,blood splatter,camera shot from inside human body,Action,Crime,Class_3
Color,Mikael Salomon,79,97,13,815,Minnie Driver,11000,19819494,Morgan Freeman,Hard Rain ,26893,13628,Randy Quaid,0.0,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,126,English,United State of America,R,70000000,1998,893,5.8,2.35,815,dam,flood,Action,Crime,Class_2
Color,Bobby Farrelly,81,95,101,2000,Brandy Norwood,2000,13596911,Ron Howard,Osmosis Jones ,25572,3734,David Hyde Pierce,0.0,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,123,English,United State of America,PG,70000000,2001,509,6.2,2.35,2000,blood,body,Action,Adventure,Class_2
Color,Will Finn,51,88,6,5000,Oliver Platt,2000,8460990,Lea Michele,Legends of Oz: Dorothy's Return ,5116,6946,Jim Belushi,1.0,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,54,English,United State of America,PG,70000000,2013,1000,5.6,373.82071428571436,5000,jester,kansas,Adventure,Animation,Class_2
Color,Michael Mann,261,133,0,11000,Archie Kao,26000,7097125,Chris Hemsworth,Blackhat ,38983,28129,Brandon Molale,1.0,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,207,English,United State of America,R,70000000,2015,326,5.4,2.35,11000,chinese,computer,Action,Crime,Class_3
Color,Kerry Conran,197,106,14,0,Laurence Olivier,11000,37760080,Angelina Jolie Pitt,Sky Captain and the World of Tomorrow ,72868,12871,Bai Ling,2.0,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,618,English,United State of America,PG,70000000,2004,1000,6.1,1.85,0,captain,pilot,Action,Adventure,Class_2
Color,Michael Caton-Jones,159,116,105,764,Indira Varma,844,5851188,Charlotte Rampling,Basic Instinct 2 ,31124,1899,Neil Maskell,1.0,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,313,English,United Kingdom,R,70000000,2006,729,4.2,2.35,764,drugs,murder,Crime,Mystery,Class_3
Color,Mikael Håfström,286,115,101,34000,50 Cent,13000,25121291,Sylvester Stallone,Escape Plan ,177653,15708,Matt Gerald,1.0,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,279,English,United State of America,R,50000000,2013,1000,6.7,2.35,34000,cia agent,escape,Action,Crime,Class_2
Color,Renny Harlin,156,99,212,12000,Luke Newberry,576,18821279,Roxanne McKee,The Legend of Hercules ,44891,1520,Gaia Weiss,0.0,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,202,English,United State of America,PG-13,70000000,2014,358,4.2,2.35,12000,ancient greece,forbidden love,Action,Adventure,Class_3
Color,Phil Alden Robinson,176,124,31,0,Bruce McGill,11000,118471320,Morgan Freeman,The Sum of All Fears ,86504,12556,Philip Baker Hall,0.0,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1,568,English,United State of America,PG-13,68000000,2002,655,6.4,2.35,0,analyst,cia,Action,Drama,Class_2
Color,David Slade,293,124,171,29000,Kristen Stewart,21000,300523113,Robert Pattinson,The Twilight Saga: Eclipse ,184637,52547,Anna Kendrick,3.0,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,498,English,United State of America,PG-13,68000000,2010,17000,4.9,2.35,29000,friendship,graduation,Adventure,Drama,Class_3
Color,Frank Oz,141,124,0,0,Marlon Brando,22000,71069884,Robert De Niro,The Score ,101899,32871,Gary Farmer,0.0,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1,445,English,United State of America,R,68000000,2001,10000,6.8,2.35,0,partner,running,Crime,Drama,Class_2
Color,Pierre Coffin,304,87,275,31000,Miranda Cosgrove,7000,251501645,Steve Carell,Despicable Me ,385943,11608,Jack McBrayer,0.0,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,296,English,United State of America,PG,69000000,2010,2000,7.7,1.85,31000,girl,minion,Animation,Comedy,Class_2
Color,Joseph Ruben,40,105,29,617,Robert Blake,584,35324232,Vincent Pastore,Money Train ,32224,1132,Aida Turturro,1.0,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1,62,English,United State of America,R,68000000,1995,220,5.6,2.35,617,bare breasts,breast,Action,Comedy,Class_2
